Date,Salinity
16/12/2084,35.95874
16/01/2085,35.961735
15/02/2085,35.94288
16/03/2085,35.9402
16/04/2085,35.9428
16/05/2085,35.94771
16/06/2085,35.95495
16/07/2085,35.96056
16/08/2085,35.969547
16/09/2085,35.97797
16/10/2085,35.988052
16/11/2085,35.998734
16/12/2085,36.00333
16/01/2086,35.99658
15/02/2086,35.988697
16/03/2086,35.984425
16/04/2086,35.989407
16/05/2086,35.994446
16/06/2086,36.001343
16/07/2086,36.009274
16/08/2086,36.01834
16/09/2086,36.02795
16/10/2086,36.036293
16/11/2086,36.04453
16/12/2086,36.045925
16/01/2087,36.018463
15/02/2087,36.004448
16/03/2087,36.01023
16/04/2087,36.005486
16/05/2087,36.007286
16/06/2087,36.008076
16/07/2087,36.007
16/08/2087,36.00727
16/09/2087,36.009174
16/10/2087,36.01396
16/11/2087,36.01848
16/12/2087,36.02126
16/01/2088,36.018642
15/02/2088,36.004303
16/03/2088,35.987377
16/04/2088,35.97941
16/05/2088,35.986305
16/06/2088,35.990772
16/07/2088,35.996437
16/08/2088,36.004135
16/09/2088,36.0123
16/10/2088,36.021584
16/11/2088,36.034107
16/12/2088,36.0483
16/01/2089,36.039127
15/02/2089,36.016293
16/03/2089,36.01503
16/04/2089,36.015804
16/05/2089,36.020416
16/06/2089,36.027077
16/07/2089,36.032112
16/08/2089,36.037178
16/09/2089,36.042843
16/10/2089,36.04842
16/11/2089,36.054638
16/12/2089,36.060513
16/01/2090,36.06702
15/02/2090,36.051525
16/03/2090,36.046577
16/04/2090,36.051212
16/05/2090,36.06062
16/06/2090,36.071625
16/07/2090,36.08307
16/08/2090,36.09361
16/09/2090,36.102345
16/10/2090,36.10912
16/11/2090,36.11481
16/12/2090,36.112553
16/01/2091,36.077194
15/02/2091,36.088276
16/03/2091,36.091915
16/04/2091,36.097878
16/05/2091,36.099277
16/06/2091,36.102272
16/07/2091,36.1065
16/08/2091,36.111588
16/09/2091,36.116413
16/10/2091,36.121937
16/11/2091,36.12832
16/12/2091,36.1256
16/01/2092,36.093666
15/02/2092,36.067337
16/03/2092,36.06332
16/04/2092,36.062622
16/05/2092,36.067883
16/06/2092,36.06934
16/07/2092,36.073837
16/08/2092,36.080685
16/09/2092,36.08976
16/10/2092,36.100117
16/11/2092,36.110783
16/12/2092,36.118114
16/01/2093,36.07484
15/02/2093,36.06542
16/03/2093,36.06605
16/04/2093,36.06811
16/05/2093,36.06935
16/06/2093,36.06622
16/07/2093,36.064194
16/08/2093,36.0635
16/09/2093,36.06553
16/10/2093,36.07158
16/11/2093,36.07752
16/12/2093,36.071964
16/01/2094,36.05144
15/02/2094,36.043808
16/03/2094,36.052593
16/04/2094,36.054764
16/05/2094,36.053154
16/06/2094,36.05085
16/07/2094,36.0517
16/08/2094,36.055073
16/09/2094,36.05879
16/10/2094,36.06493
16/11/2094,36.072113
16/12/2094,36.044487
16/01/2095,36.01529
15/02/2095,36.011547
16/03/2095,36.018154
16/04/2095,36.02244
16/05/2095,36.02344
16/06/2095,36.026882
16/07/2095,36.029667
16/08/2095,36.032623
16/09/2095,36.03682
16/10/2095,36.04334
16/11/2095,36.05228
16/12/2095,36.03803
16/01/2096,36.012157
15/02/2096,36.004833
16/03/2096,36.012123
16/04/2096,36.01195
16/05/2096,36.00816
16/06/2096,36.006325
16/07/2096,36.005226
16/08/2096,36.005306
16/09/2096,36.00673
16/10/2096,36.009266
16/11/2096,36.011772
16/12/2096,36.010406
16/01/2097,35.9647
15/02/2097,35.94197
16/03/2097,35.94713
16/04/2097,35.930523
16/05/2097,35.92557
16/06/2097,35.927635
16/07/2097,35.92815
16/08/2097,35.92935
16/09/2097,35.93066
16/10/2097,35.930424
16/11/2097,35.929516
16/12/2097,35.92815
16/01/2098,35.927414
15/02/2098,35.91957
16/03/2098,35.899086
16/04/2098,35.906517
16/05/2098,35.912857
16/06/2098,35.914207
16/07/2098,35.920517
16/08/2098,35.92451
16/09/2098,35.92666
16/10/2098,35.925198
16/11/2098,35.919834
16/12/2098,35.91248
16/01/2099,35.87384
15/02/2099,35.86143
16/03/2099,35.84908
16/04/2099,35.841583
16/05/2099,35.842625
16/06/2099,35.844078
16/07/2099,35.842968
16/08/2099,35.845413
16/09/2099,35.852745
16/10/2099,35.860775
16/11/2099,35.870537
16/12/2099,35.870995
16/01/2100,35.831417
15/02/2100,35.821297
16/03/2100,35.81539
16/04/2100,35.818466
16/05/2100,35.822937
16/06/2100,35.82174
16/07/2100,35.821667
16/08/2100,35.824123
16/09/2100,35.828854
16/10/2100,35.834076
16/11/2100,35.841274
16/12/2100,35.85421
